,1_NRAS,2_DNMT3A,2_SF3B1,2_IDH1,3_GATA2,4_KIT,5_NPM1,6_chr6,7_EZH2,9_JAK2,10_chr10,11_WT1,12_KRAS,12_PTPN11,13_FLT3,14_chr14,15_IDH2,16_chr16,17_TP53,17_SRSF2,18_chr18,20_ASXL1,21_RUNX1,21_U2AF1
1142,60,9,51,29,3,31,4,40,19,8,29,37,42,26,112,10,21,29,56,0,9,24,20,27
1143,102,34,98,62,18,83,2,93,76,4,47,76,43,59,234,15,47,49,133,8,30,69,55,102
1144,54,27,138,81,0,63,0,93,102,15,49,96,63,34,247,6,59,33,152,4,20,74,13,89
1145,55,9,57,34,7,24,0,33,33,7,28,15,41,21,127,6,21,20,77,0,22,17,23,44
1146,30,7,77,20,16,41,4,46,27,3,42,44,49,31,134,8,20,14,69,2,11,28,20,35
1147,31,26,103,40,25,33,3,70,46,7,26,40,31,41,138,11,25,37,47,0,20,38,8,40
1148,33,15,50,35,0,19,30,34,35,2,23,35,42,21,84,10,19,29,35,0,11,24,27,32
1149,53,9,49,20,10,49,3,38,47,3,29,42,64,39,118,10,19,14,63,0,4,27,30,78
1150,44,20,59,37,1,68,8,55,54,9,28,45,55,25,113,12,15,56,34,0,27,32,11,48
1151,43,19,42,12,6,32,17,25,25,8,43,52,31,14,98,10,14,28,53,0,10,0,15,22
1152,39,15,116,38,1,27,1,56,50,28,22,36,26,28,81,6,32,4,109,0,9,30,15,63
1153,61,14,94,32,12,12,8,69,43,4,22,43,22,37,163,18,33,27,102,0,19,28,13,52
1154,66,30,99,62,0,57,2,88,20,13,45,43,75,18,147,15,31,18,118,4,19,33,66,71
1155,35,13,50,22,0,33,2,35,18,1,27,56,23,15,91,14,18,14,42,0,13,25,13,26
1156,51,24,61,25,1,27,14,31,34,6,22,38,52,18,59,8,23,35,67,4,18,15,30,55
1157,49,2,128,65,30,12,1,33,50,0,15,33,21,25,164,14,20,9,86,0,6,37,31,51
1158,56,4,120,17,0,23,14,22,50,13,28,78,27,35,177,2,12,54,52,0,3,41,10,69
1159,62,24,88,50,23,42,14,66,46,3,59,62,48,56,183,15,37,36,104,2,17,42,73,86
1160,78,21,138,40,3,71,2,87,49,6,42,78,34,54,135,17,25,26,157,2,10,31,50,61
1161,42,7,123,47,24,32,39,67,50,11,31,66,36,41,216,13,35,41,115,0,11,29,27,76
1162,53,13,137,52,0,34,1,73,39,10,36,44,39,36,183,22,39,32,103,2,23,45,41,48
1163,57,25,129,44,13,28,13,74,45,8,36,52,51,23,151,21,11,33,84,2,19,54,29,46
1164,50,11,119,49,14,32,9,61,72,2,30,52,41,20,195,9,38,22,121,2,7,18,52,12
1165,18,15,83,29,11,20,0,45,47,2,24,38,51,26,145,1,25,29,71,2,12,21,6,52
1166,120,37,67,73,7,72,10,48,95,7,59,57,110,65,270,24,53,85,102,2,13,86,34,88
1167,42,21,40,39,18,44,31,47,40,13,43,37,49,31,72,13,20,57,63,4,18,24,26,45
1168,76,18,99,54,9,79,26,62,59,7,52,86,74,41,197,13,44,44,95,6,19,44,14,44
1169,104,24,69,64,31,61,18,75,103,13,48,69,101,57,217,24,54,38,119,2,15,59,63,71
1170,50,14,64,6,1,37,24,47,42,8,31,39,58,24,100,10,14,54,47,6,14,25,44,41
1171,65,25,62,6,12,43,27,56,17,3,45,26,39,21,97,21,26,50,89,4,11,45,37,59
1172,64,14,119,3,3,26,7,52,56,5,15,58,22,28,151,6,26,25,84,0,8,23,16,48
1173,114,52,167,41,31,126,30,99,139,47,101,115,86,86,293,20,56,90,172,2,35,126,66,105
1174,50,17,128,11,6,52,19,46,57,9,32,71,44,32,152,6,23,38,103,2,6,46,31,57
1175,100,41,166,25,24,62,2,52,69,10,55,77,58,52,237,16,33,34,168,0,21,52,49,120
1176,42,14,60,19,2,50,28,32,28,0,21,71,68,38,125,7,16,66,78,0,11,24,27,38
1177,42,16,147,9,19,7,17,67,91,3,46,91,48,47,208,18,52,58,102,2,10,31,32,39
1178,51,21,61,13,6,40,29,55,48,1,46,72,37,30,132,17,23,44,56,2,2,32,37,35
1179,47,4,93,3,14,21,11,53,56,10,20,41,46,13,190,12,24,51,85,2,4,35,8,56
1180,36,14,55,13,6,42,4,45,38,1,32,24,34,4,71,2,8,23,45,7,11,38,25,14
1181,52,29,59,11,0,45,29,40,47,6,43,56,46,24,116,12,8,45,62,8,18,21,12,46
1182,30,17,94,14,10,29,0,73,60,27,72,54,66,38,126,16,26,55,77,6,16,41,29,30
1183,32,11,44,8,21,54,11,45,39,1,37,46,57,38,80,14,25,39,62,10,10,18,8,44
1184,94,43,58,17,31,65,0,80,69,0,40,50,45,49,206,14,28,55,118,2,16,27,50,63
1185,128,46,157,80,48,95,6,101,153,56,150,132,106,81,392,24,49,49,188,10,39,127,79,143
1186,33,12,92,11,18,29,19,44,68,7,21,42,48,15,85,7,18,27,93,0,9,40,28,66
1187,41,19,71,5,15,38,12,63,67,6,46,56,34,31,114,18,17,76,73,6,12,21,38,25
1188,37,14,53,6,9,23,21,35,44,7,44,56,18,37,91,7,9,50,72,4,5,23,13,49
1189,41,17,54,39,1,44,16,52,37,0,30,34,48,14,123,1,29,35,81,6,21,27,12,59
1190,59,12,72,60,20,21,1,53,50,9,30,39,20,28,193,9,48,23,151,0,9,34,17,80
1191,79,10,117,65,28,61,3,68,41,9,49,51,65,56,115,6,48,26,66,2,19,30,24,75
1192,57,14,97,42,25,42,14,90,75,12,55,64,59,45,175,14,15,25,101,4,24,50,32,46
1193,75,20,49,44,4,49,22,61,52,7,57,60,38,34,134,17,21,57,70,6,21,29,23,53
1194,55,23,127,59,22,46,11,71,25,0,44,64,68,39,156,12,38,35,141,9,32,36,58,69
1195,73,17,77,38,3,46,13,69,21,9,18,47,58,32,141,8,42,25,66,2,16,39,12,53
1196,61,25,124,51,22,36,6,46,71,3,29,62,64,50,225,11,38,32,140,2,18,71,35,102
1197,72,21,135,88,24,49,24,115,72,22,50,111,116,41,257,21,50,79,171,4,12,75,50,76
1198,62,14,110,40,17,34,35,72,49,10,64,92,37,34,162,22,18,56,67,4,27,48,32,51
1199,90,32,132,58,13,67,4,94,80,8,43,53,78,53,241,9,47,19,143,0,28,69,76,73
1200,31,9,75,36,21,27,18,50,62,10,30,31,39,12,85,6,30,19,58,0,7,35,22,52
1201,79,37,100,47,9,55,51,73,74,18,80,79,53,57,188,25,33,94,81,4,21,43,29,63
1202,49,24,88,60,7,58,38,107,86,12,61,63,71,62,122,24,37,73,67,4,6,46,50,68
1203,70,25,90,41,23,57,53,101,43,14,58,92,69,51,109,33,39,61,97,2,32,30,51,38
1204,69,17,130,40,0,58,32,56,43,16,49,60,57,43,96,14,21,39,106,6,21,24,31,64
1205,67,7,92,20,19,39,9,54,52,1,24,25,35,15,79,6,30,22,111,4,13,30,21,45
1206,43,11,72,27,6,28,7,52,44,7,16,45,25,37,100,16,28,40,54,0,11,39,15,39
1207,83,24,68,35,7,53,39,63,4,13,45,54,52,30,29,13,10,91,69,14,7,27,37,45
1208,65,32,66,36,11,34,35,44,38,8,46,75,40,34,108,0,9,72,76,6,16,43,46,39
1209,46,11,122,48,13,17,5,68,46,4,9,35,19,11,156,8,30,25,98,0,8,23,51,46
1210,47,7,8,45,11,28,5,53,8,2,22,30,13,27,110,21,25,28,67,2,9,30,20,49
1211,76,41,55,48,15,36,8,93,60,0,37,56,23,45,168,17,38,64,107,2,29,45,41,88
1212,52,11,34,22,13,2,40,37,32,5,43,39,83,10,141,12,24,32,84,2,26,33,23,62
1213,50,2,100,49,20,45,19,69,44,0,22,38,15,30,133,8,21,32,82,0,5,19,23,50
1214,53,4,54,23,7,32,0,32,24,6,30,36,31,29,56,8,2,39,22,4,8,26,26,35
1215,53,26,93,53,15,63,45,71,80,13,75,87,74,23,167,33,35,95,88,10,35,39,56,55
1216,91,29,87,36,27,32,82,56,45,16,77,77,82,28,152,25,46,85,116,4,29,51,90,61
1217,70,28,76,43,23,57,20,68,67,0,27,36,72,30,163,26,25,31,93,6,20,26,10,56
1218,14,28,150,34,41,39,22,67,70,5,29,59,11,16,162,13,23,33,130,8,7,17,30,51
1219,66,9,68,20,24,30,6,54,51,5,45,58,63,27,164,23,26,42,78,4,9,43,31,42
1220,53,14,49,20,6,46,24,43,24,14,45,54,52,15,149,8,15,46,63,2,10,17,38,34
1221,29,10,47,28,8,22,13,31,44,0,29,27,32,18,89,5,16,21,50,2,15,18,23,25
1222,100,8,169,63,28,79,1,122,76,10,62,74,108,69,276,8,22,61,142,2,33,67,69,81
1223,76,19,121,51,9,76,38,78,71,11,79,48,103,28,100,13,20,48,105,0,18,27,22,64
1224,48,8,31,51,0,25,13,53,63,7,24,59,34,28,146,16,24,40,73,0,12,44,26,43
1225,75,30,87,35,9,69,17,58,62,15,58,69,73,35,166,14,42,66,73,2,13,41,31,39
1226,37,16,63,29,8,45,36,53,56,8,50,53,59,16,136,2,32,51,49,8,23,35,23,23
1227,70,23,67,50,0,62,24,75,51,3,47,79,46,30,155,24,28,59,92,0,16,40,27,29
1228,51,13,53,35,16,16,14,47,46,17,32,52,54,22,87,15,19,49,64,0,16,16,35,32
1229,61,19,146,46,12,47,9,69,57,5,36,29,40,40,226,14,41,20,125,0,19,54,33,65
1230,43,14,0,22,24,20,12,31,28,6,30,51,29,24,97,12,25,36,53,2,9,15,18,19
1231,65,12,98,45,19,45,0,84,56,12,42,34,74,29,116,18,25,25,84,2,15,32,48,60
1232,71,6,147,57,7,50,27,76,42,14,49,78,37,50,209,19,62,46,128,2,27,56,46,78
1233,75,27,104,77,16,81,4,77,73,12,102,73,91,77,225,19,36,19,108,8,33,69,21,104
1234,55,28,57,39,17,19,7,55,44,5,41,48,57,33,105,12,20,40,37,4,17,17,39,57
1235,33,19,86,33,13,32,0,16,57,1,45,69,55,24,113,1,11,41,35,2,1,25,27,10
1236,87,56,97,74,1,87,54,119,96,8,70,101,89,46,139,17,42,64,129,4,19,18,37,98
1237,53,9,72,42,6,37,6,60,31,3,44,48,62,8,87,6,21,20,50,8,18,16,28,48
1238,51,5,60,36,18,18,3,45,32,6,26,39,25,27,106,12,18,10,70,4,8,36,19,30
1239,37,16,133,77,6,54,23,91,38,16,33,68,65,35,157,16,23,48,110,4,19,48,42,67
1240,64,20,93,95,21,47,2,59,48,0,35,64,30,30,222,5,31,8,86,0,12,50,79,88
1241,41,23,53,36,6,66,26,71,66,26,75,38,75,37,151,10,32,58,73,2,21,21,47,58
1242,37,11,36,26,0,28,9,46,71,0,32,49,35,31,106,9,12,28,103,0,20,17,24,40
1243,105,23,114,71,20,35,19,127,91,17,43,75,76,24,260,20,61,36,83,4,23,87,11,130
1244,44,16,64,36,12,30,3,37,22,1,29,35,43,25,116,14,12,16,43,2,2,29,65,62
1245,59,19,77,22,10,16,8,63,56,15,52,37,50,34,147,9,23,55,77,4,13,51,34,58
1246,39,19,66,33,1,26,10,62,72,10,8,35,44,27,133,11,27,31,75,2,18,30,18,60
1247,55,6,84,24,6,37,12,46,34,0,36,41,38,34,98,7,22,12,79,2,6,43,37,57
1248,38,19,98,42,6,19,5,55,20,2,20,36,53,29,153,6,16,25,66,0,0,28,33,32
1249,71,21,128,53,15,61,9,59,60,24,67,65,87,47,173,20,26,30,115,6,14,50,40,76
1250,75,34,57,46,11,59,7,65,73,5,24,48,80,34,159,13,28,26,84,2,6,35,28,48
1251,81,12,108,72,8,56,9,84,55,17,40,78,74,44,161,15,61,52,133,0,9,68,32,86
1252,44,35,123,53,16,79,52,101,110,45,73,130,107,61,195,26,37,60,131,6,23,63,56,116
1253,54,22,84,38,9,48,19,66,53,6,38,64,42,52,162,12,30,25,134,2,13,25,54,40
1254,72,33,103,61,8,63,13,99,59,13,48,97,98,43,205,13,5,75,127,2,18,39,83,78
1255,76,23,43,38,10,55,13,60,49,8,35,68,46,42,145,0,24,52,63,4,15,20,14,57
1256,47,12,129,76,19,23,3,68,54,9,17,71,56,34,184,13,33,17,135,2,9,45,18,60
1257,44,11,62,41,3,30,6,65,31,8,20,35,69,28,103,12,24,22,48,7,10,22,14,45
1258,49,27,90,49,15,69,10,51,61,3,27,35,50,35,173,3,40,50,70,6,15,26,28,70
1259,108,34,111,42,22,123,53,91,110,22,114,132,165,67,280,31,27,102,160,14,47,77,46,73
1260,69,14,156,74,29,41,16,98,65,23,41,49,78,47,212,13,30,55,140,0,11,76,31,97
1261,44,24,102,29,9,50,15,70,44,7,29,64,47,33,182,12,21,36,78,4,15,48,18,34
1262,135,42,85,53,30,54,25,90,64,19,94,114,84,79,174,26,57,90,122,20,7,44,31,101
1263,56,13,62,19,0,35,6,48,62,4,60,48,42,20,124,12,14,31,53,0,21,39,19,50
1264,20,35,75,21,0,43,35,33,69,0,78,52,71,13,95,16,27,33,44,6,10,38,45,26
1265,64,26,71,13,19,45,16,61,58,6,36,45,49,30,142,16,34,42,75,0,23,35,31,30
1266,61,11,67,29,6,62,37,49,67,3,56,59,79,46,121,11,29,67,80,8,14,22,31,35
1267,71,15,50,29,5,72,42,54,49,10,49,90,61,40,182,15,30,52,59,0,14,12,49,50
1268,92,36,105,61,34,74,48,107,96,0,69,85,66,54,214,29,51,47,142,6,28,48,116,71
1269,59,10,93,54,16,45,19,66,74,10,73,61,62,36,113,13,20,54,65,0,3,56,40,45
1270,65,10,179,46,10,19,3,65,77,10,24,32,44,18,150,14,59,15,108,4,17,57,43,70
1271,39,9,36,25,0,47,5,38,42,2,40,32,17,4,103,14,25,29,56,2,4,31,14,19
1272,53,8,67,32,22,38,18,60,79,17,31,69,46,38,113,8,31,44,103,2,13,36,38,75
1273,35,17,28,21,6,40,15,30,27,4,27,48,34,11,82,7,3,36,43,2,8,20,27,39
1274,47,34,68,39,4,42,51,51,61,5,54,56,56,31,111,8,33,35,70,10,27,24,51,40
1275,76,18,147,45,19,53,5,57,69,2,38,30,15,18,210,11,44,21,109,1,21,38,21,62
1276,61,18,96,43,14,41,33,49,83,33,73,63,80,38,207,21,17,43,106,4,17,48,56,39
1277,54,7,110,11,11,35,1,44,55,7,33,41,44,19,191,10,24,21,117,0,10,54,26,69
1278,115,30,85,79,25,76,59,74,64,18,58,111,100,44,214,20,44,63,111,12,22,81,87,47
1279,58,10,102,42,6,44,11,71,33,11,41,58,53,28,161,10,16,29,74,4,15,40,12,78
1280,71,15,118,41,28,55,13,69,73,14,50,82,48,38,212,10,51,42,140,6,10,37,26,79
1281,75,19,90,40,20,62,0,77,66,9,53,84,65,32,161,13,14,30,75,11,20,41,44,61
1282,54,19,108,39,20,44,17,74,46,7,46,45,40,29,114,28,20,33,91,0,5,47,27,65
1283,61,7,125,54,7,32,10,37,48,1,33,52,43,58,166,5,11,19,91,0,5,5,29,94
1284,70,15,69,43,3,12,4,81,42,3,30,40,14,38,71,0,27,22,94,0,18,40,45,59
1285,58,21,85,50,24,67,30,48,57,3,41,70,58,47,122,9,22,58,88,0,27,25,56,52
1286,58,2,135,32,4,32,7,60,51,2,24,39,67,31,142,16,34,22,115,9,12,27,18,63
1287,67,26,74,39,12,51,47,37,56,2,50,73,66,43,133,18,21,44,57,10,27,34,53,32
1288,52,2,12,25,1,34,16,40,21,1,29,40,17,26,110,7,15,18,30,0,11,21,10,10
1289,46,3,83,28,6,15,8,49,55,14,15,52,39,16,122,9,20,13,67,2,10,49,19,43
1290,40,10,57,39,11,15,2,32,22,3,10,24,38,18,97,6,34,7,73,0,3,26,18,30
1291,43,10,63,39,0,27,35,41,55,7,20,42,44,19,115,22,31,18,61,6,7,33,26,55
1292,57,12,26,27,0,25,23,32,3,17,44,45,14,7,105,0,29,41,46,0,9,23,32,22
1293,84,32,88,46,15,61,26,104,57,13,45,84,57,46,116,28,32,39,82,1,18,33,52,75
1294,42,3,82,23,12,25,13,36,44,4,19,35,32,19,102,12,19,24,42,0,2,24,30,40
1295,60,13,113,62,8,85,19,115,74,0,26,58,77,29,29,12,30,35,67,2,31,23,72,31
1296,76,11,109,48,9,79,14,85,68,24,58,78,80,62,173,13,31,62,78,2,28,43,58,60
1297,55,13,110,47,11,26,33,89,43,7,46,30,34,36,208,23,29,33,151,2,9,57,35,56
1298,22,10,50,33,14,25,7,34,43,1,19,45,27,40,132,15,27,7,74,0,9,38,1,60
1299,58,17,111,46,20,39,5,66,49,13,30,70,65,50,173,22,44,38,113,2,4,54,36,77
1300,37,5,94,20,17,23,7,36,35,10,20,43,43,15,126,13,18,18,63,0,5,41,25,56
1301,47,9,74,58,10,34,5,82,62,6,33,21,39,27,163,13,31,21,76,0,13,39,14,83
1302,85,48,128,56,26,101,99,101,109,37,96,120,90,81,237,23,55,111,131,6,21,83,67,93
1303,79,22,142,76,22,54,48,136,100,23,56,108,117,51,258,12,57,52,142,0,20,66,39,86
1304,47,18,78,57,16,56,18,40,56,20,42,46,50,39,141,14,26,64,74,2,8,45,34,74
1305,50,11,75,43,4,53,9,49,46,2,52,46,64,30,75,20,22,56,64,6,11,25,16,66
1306,40,9,51,50,4,31,6,57,54,4,20,48,33,30,140,5,20,31,51,0,5,39,26,63
1307,82,12,54,56,7,1,22,89,54,18,51,52,75,35,232,18,44,56,155,2,12,58,24,102
1308,135,25,162,119,20,127,17,203,168,1,103,198,95,98,364,36,96,100,277,4,49,69,64,158
1309,49,6,142,50,27,55,5,78,54,17,45,46,66,37,193,17,15,34,151,2,11,30,30,92
1310,69,10,77,39,0,43,17,62,38,7,33,65,36,32,171,18,27,39,109,4,20,29,12,48
1311,62,20,102,10,4,52,10,101,54,2,44,58,67,32,124,2,42,26,166,2,21,43,37,71
1312,62,7,81,44,5,49,9,27,55,9,26,45,59,35,130,20,15,30,75,2,9,36,17,15
1313,62,2,100,60,6,39,10,56,66,3,30,51,44,29,243,16,40,25,111,2,15,51,27,92
1314,24,2,84,32,4,24,1,49,29,0,25,30,36,21,142,9,10,15,71,0,8,35,23,46
1315,23,4,40,25,19,22,0,25,45,2,34,51,32,18,89,9,17,37,60,4,17,20,23,29
1316,23,14,120,57,4,43,10,55,47,6,47,41,36,24,157,7,28,32,141,2,16,47,37,73
1317,66,15,32,43,1,48,5,47,62,7,40,54,66,22,153,14,19,67,105,8,26,23,10,63
1318,48,11,82,47,14,39,13,72,72,10,27,27,31,42,154,11,26,43,69,4,6,31,35,83
1319,68,18,55,32,3,60,45,57,31,9,35,51,41,30,109,20,33,48,83,4,15,19,27,58
1320,35,16,110,32,3,10,9,60,52,4,27,45,12,17,127,20,32,13,41,6,4,35,3,52
1321,50,6,84,36,5,34,15,65,41,6,24,46,46,48,104,1,9,36,64,1,21,16,10,55
1322,64,21,32,20,12,31,3,42,29,5,44,36,31,33,158,0,27,16,81,8,14,29,16,29
1323,57,5,100,43,21,52,52,65,65,17,60,73,16,36,145,2,16,57,74,4,9,30,38,77
1324,20,13,72,30,7,26,0,51,50,1,27,43,46,20,72,7,31,30,44,4,8,33,9,61
1325,27,13,93,52,6,25,14,61,49,0,25,41,5,22,92,19,22,25,95,0,25,30,30,63
1326,107,42,165,78,68,80,15,119,128,27,69,157,101,87,290,13,67,37,130,24,29,94,93,115
1327,43,21,85,32,18,30,47,81,63,11,48,52,63,35,145,18,26,38,54,2,17,20,19,61
1328,31,10,55,26,3,16,2,37,29,1,15,23,20,28,115,7,2,14,51,4,6,31,34,32
1329,23,16,66,19,6,39,3,47,46,0,56,59,68,15,133,11,12,37,98,4,8,31,30,67
1330,87,30,150,46,42,47,5,93,81,24,52,64,47,47,289,13,57,37,179,14,22,63,41,96
1331,104,34,67,59,9,43,27,66,105,15,79,98,70,49,205,19,51,48,90,0,22,28,45,89
1332,57,20,74,32,15,57,7,72,45,13,37,25,57,36,101,9,30,15,56,8,20,43,12,48
1333,80,39,94,72,30,41,12,73,86,21,46,96,57,49,246,33,36,54,103,2,26,45,14,83
1334,70,8,43,30,0,38,23,41,52,4,35,64,67,38,140,0,4,41,55,0,1,37,54,23
1335,91,14,131,82,6,65,13,131,70,14,75,86,112,67,289,34,47,84,159,2,34,76,61,76
1336,57,19,68,56,19,67,0,57,69,15,65,82,73,44,141,14,21,74,73,6,18,32,82,48
1337,57,20,71,35,9,61,22,75,47,7,51,63,89,38,141,18,33,55,88,2,12,52,12,70
1338,28,11,58,28,6,38,31,39,6,18,45,63,43,20,115,9,19,59,40,14,19,27,34,52
1339,92,21,270,86,38,49,20,145,64,2,54,79,78,66,290,10,52,44,196,2,28,34,70,106
1340,72,28,96,40,0,48,6,61,70,14,67,98,94,55,189,24,33,64,84,2,25,31,65,74
1341,73,21,128,65,18,36,22,87,75,13,46,60,74,59,240,14,36,68,122,0,46,44,43,81
1342,51,6,54,27,0,42,8,41,31,10,27,26,45,22,104,20,23,21,55,0,10,22,13,29
1343,34,19,45,12,6,35,0,34,38,2,32,46,29,24,82,13,25,26,29,4,15,16,21,33
1344,47,19,170,74,23,15,3,66,64,12,20,44,21,34,202,5,52,17,135,0,12,55,29,77
1345,57,4,66,16,1,31,5,53,51,5,13,34,39,18,92,1,20,39,49,0,12,31,9,33
1346,62,7,122,29,24,44,14,57,56,8,44,50,53,42,175,17,29,26,135,2,16,31,18,43
1347,59,16,83,35,9,46,1,29,62,11,55,55,47,25,145,0,33,57,77,0,14,42,23,26
1348,46,13,41,16,0,53,29,49,37,13,37,66,44,27,113,20,14,27,37,5,9,14,31,18
1349,45,25,148,67,38,29,3,120,52,22,42,45,62,58,228,18,50,27,169,0,21,93,74,91
1350,86,50,112,64,36,84,37,127,95,26,81,126,84,91,221,17,50,129,146,12,46,60,81,73
1351,36,31,60,23,21,40,41,53,63,8,41,80,5,24,150,0,21,42,100,2,24,14,14,79
1352,52,28,90,40,25,41,8,66,62,11,38,66,44,33,92,14,28,35,100,0,24,49,53,33
1353,39,6,106,30,6,29,7,57,7,6,19,20,32,17,144,16,37,27,117,10,13,21,9,25
1354,49,6,66,33,17,38,2,38,38,8,41,22,43,35,113,11,35,26,63,0,9,28,43,53
1355,64,28,59,40,16,30,38,61,70,0,47,55,39,36,121,6,32,65,74,4,5,39,76,54
1356,102,22,135,49,8,49,19,98,108,27,61,77,95,46,245,27,45,58,154,10,14,37,32,94
1357,83,15,66,45,6,39,60,80,49,8,44,69,64,43,161,25,36,68,77,2,9,47,50,56
1358,55,16,69,55,15,30,18,53,71,6,38,43,73,41,153,14,49,28,77,2,18,51,21,59
1359,29,33,28,31,10,29,1,45,48,0,42,60,38,29,107,13,25,41,46,2,13,12,35,13
1360,48,17,69,35,13,53,59,59,46,18,44,88,47,33,77,11,18,46,51,16,16,32,25,54
1361,52,17,40,46,3,38,23,50,28,7,43,56,49,29,120,2,24,23,38,0,21,20,28,46
1362,45,9,101,57,11,12,2,37,53,16,11,38,27,22,122,10,25,17,86,0,9,17,36,43
1363,85,42,130,93,27,71,32,177,114,34,128,121,121,80,260,36,57,119,173,4,35,78,62,111
1364,96,10,117,42,0,99,5,151,113,20,68,143,120,38,53,17,27,97,131,4,58,70,25,62
1365,31,1,168,48,5,58,17,91,50,7,49,64,66,26,191,21,23,44,92,8,20,34,30,102
1366,64,12,112,59,6,45,12,55,49,18,43,69,67,13,185,19,12,32,158,2,26,60,65,39
1367,110,30,106,52,6,72,69,101,90,30,50,90,86,76,195,19,30,79,101,8,12,65,55,55
1368,66,13,80,26,7,48,11,41,6,9,42,59,42,25,121,11,18,36,31,2,22,20,42,44
1369,61,16,78,15,0,38,14,67,56,17,56,67,62,33,129,19,20,33,68,0,1,39,23,59
1370,33,10,42,39,4,41,16,46,35,1,35,36,29,28,112,14,18,54,65,2,7,25,37,20
1371,40,11,98,33,13,42,11,61,17,2,28,38,34,14,160,11,41,13,98,0,24,27,16,70
1372,77,33,89,44,23,46,25,60,57,9,44,80,53,28,174,17,34,46,67,0,6,45,61,77
1373,40,0,74,28,7,21,10,40,31,1,13,36,29,33,73,7,7,17,73,2,15,21,24,14
1374,145,37,134,121,29,103,20,139,112,38,178,112,135,90,284,47,59,67,184,6,54,106,170,149
1375,89,22,242,98,0,57,5,94,93,0,42,70,97,29,224,17,44,31,144,6,20,53,11,81
1376,51,16,32,12,14,38,40,69,57,9,57,77,76,40,150,12,24,62,64,13,26,55,24,53
1377,74,14,90,60,14,66,55,64,72,6,51,76,33,36,132,11,45,52,78,6,20,52,26,61
1378,41,9,80,35,28,39,6,62,40,0,41,45,37,37,144,19,26,34,87,2,18,28,19,69
1379,89,26,150,63,30,60,26,150,90,17,130,112,107,39,143,21,42,53,156,6,17,60,43,106
1380,82,9,110,74,6,126,62,127,104,27,78,137,116,60,218,10,58,93,101,4,39,61,41,53
1381,102,44,100,81,0,90,24,143,84,8,80,83,127,67,241,4,64,69,120,6,29,64,25,96
1382,61,15,59,34,4,43,24,52,57,14,43,57,27,11,148,8,36,46,75,2,8,35,29,56
1383,88,31,51,39,15,42,39,38,71,14,51,97,36,46,161,18,28,42,87,8,20,37,82,69
1384,48,27,83,41,16,39,28,79,38,29,40,60,70,38,106,17,23,49,33,4,21,30,23,60
1385,51,13,98,33,12,39,9,61,34,7,30,39,44,22,124,5,12,29,76,0,16,31,23,53
1386,75,21,64,31,10,60,16,31,53,4,57,56,48,25,70,4,22,52,95,6,10,20,23,30
1387,50,17,43,21,3,49,26,58,49,5,38,66,48,38,131,14,22,47,91,6,23,31,38,37
1388,84,16,163,31,2,73,18,108,99,34,27,85,59,37,302,17,31,67,160,4,25,63,100,105
1389,60,22,95,57,12,26,30,59,55,30,71,92,82,61,205,21,38,68,109,8,10,44,51,43
1390,62,16,152,58,13,95,21,91,37,5,63,96,64,55,201,14,42,53,131,6,25,34,20,69
1391,38,23,74,23,20,21,41,49,63,4,40,68,44,39,138,10,8,71,66,4,10,37,22,55
1392,134,40,91,84,53,108,13,103,93,6,132,95,109,96,303,43,56,129,205,10,35,100,61,105
1393,74,47,140,52,18,83,32,97,99,17,52,58,101,46,262,20,67,87,81,2,17,64,97,93
1394,38,16,61,39,9,36,14,33,41,14,16,55,39,31,88,2,27,46,52,4,18,39,34,41
1395,62,10,105,46,10,31,2,69,86,7,32,55,27,27,154,5,38,22,159,0,16,37,27,84
1396,39,7,106,19,5,16,2,25,24,0,28,17,28,13,178,5,40,17,112,0,11,21,12,59
1397,97,16,160,63,4,56,0,83,44,12,49,90,72,58,212,20,12,47,100,0,15,61,43,92
1398,53,15,117,63,11,60,24,43,68,14,41,66,84,47,166,21,36,64,99,2,13,42,78,68
1399,64,27,101,45,21,69,14,82,58,0,71,46,63,40,174,25,33,42,92,9,12,46,17,81
1400,36,11,45,29,7,33,37,43,51,13,46,53,45,34,115,8,22,49,67,12,17,14,37,44
1401,86,13,82,30,0,38,31,53,80,18,35,43,81,37,167,25,38,57,75,4,9,45,23,69
1402,66,18,50,20,4,47,33,57,36,5,38,41,51,26,44,7,13,40,73,0,12,21,32,17
1403,55,12,61,23,3,26,11,70,29,0,26,34,41,25,126,8,18,66,63,0,16,24,27,43
1404,58,19,75,28,0,26,11,74,41,5,32,15,50,23,128,12,30,67,71,4,9,10,11,44
1405,42,24,100,53,9,45,1,76,43,14,34,58,56,31,162,11,41,86,70,6,16,42,33,63
1406,97,24,72,67,27,59,18,76,78,14,36,50,46,35,200,23,51,137,96,2,20,47,29,89
1407,80,16,98,68,43,29,38,90,67,13,39,39,63,31,144,17,44,111,99,0,20,46,47,52
1408,38,18,45,27,3,25,20,25,35,6,23,47,41,12,56,7,0,36,33,2,11,1,12,37
1409,62,23,117,42,10,57,7,75,51,2,34,56,39,25,140,9,28,58,111,2,5,50,33,70
1410,46,14,74,22,3,14,1,91,9,5,36,53,61,43,133,11,33,54,71,2,18,34,37,36
1411,48,25,102,37,12,50,28,33,56,19,64,96,73,37,121,17,20,82,77,11,17,43,19,46
1412,52,22,53,44,12,64,13,55,37,8,45,74,85,40,151,12,31,19,109,4,18,18,49,47
