,1_NRAS,2_DNMT3A,2_SF3B1,2_IDH1,3_GATA2,4_KIT,5_NPM1,6_chr6,7_EZH2,9_JAK2,10_chr10,11_WT1,12_KRAS,12_PTPN11,13_FLT3,14_chr14,15_IDH2,16_chr16,17_TP53,17_SRSF2,18_chr18,20_ASXL1,21_RUNX1,21_U2AF1
1717,108,63,210,100,32,61,41,162,124,36,113,109,134,101,358,26,72,110,208,38,43,85,170,143
1718,54,14,76,31,12,50,57,82,59,20,43,71,64,39,151,17,42,54,79,2,15,52,72,55
1719,57,18,82,73,12,43,6,114,68,13,57,41,44,30,179,15,56,22,47,2,10,57,51,90
1720,89,21,156,77,20,88,5,163,56,22,113,71,97,71,231,17,60,32,128,4,38,69,117,113
1721,52,12,59,37,9,16,1,50,54,14,48,46,27,33,127,2,28,19,81,6,14,59,53,43
1722,59,30,91,60,17,78,50,120,91,54,107,109,74,51,216,36,44,92,100,4,24,37,61,96
1723,57,21,60,39,9,35,19,81,58,12,43,62,51,41,104,13,30,71,95,2,16,48,49,53
1724,88,47,144,69,31,93,101,133,142,69,142,144,116,71,256,30,59,130,138,20,46,109,125,108
1725,70,26,105,38,22,75,44,95,48,24,92,124,100,39,174,21,34,61,106,12,27,71,97,58
1726,46,7,70,33,8,23,18,41,45,9,35,25,58,25,68,8,33,22,51,2,7,40,42,60
1727,87,50,140,56,31,99,51,184,112,56,147,154,103,62,257,34,53,111,141,24,42,56,157,109
1728,79,33,89,72,13,67,10,135,66,7,85,52,68,61,199,10,40,82,218,6,37,66,71,114
1729,78,9,96,46,21,38,2,71,33,7,58,43,41,25,135,16,7,14,87,0,15,30,47,68
1730,69,18,163,76,24,41,4,101,114,8,40,73,84,66,233,12,54,50,144,2,23,90,86,118
1731,64,10,79,26,8,24,49,85,40,9,52,70,50,30,112,14,38,46,74,4,25,22,55,60
1732,60,23,81,35,8,51,33,91,75,19,53,74,51,44,144,19,28,70,84,2,31,48,57,49
1733,60,21,88,41,6,52,18,64,33,13,40,63,79,49,138,9,23,38,64,8,25,39,11,69
1734,68,11,85,63,9,31,6,119,51,7,34,47,30,51,175,9,39,17,100,0,16,36,76,25
1735,101,6,116,67,13,68,37,104,80,13,93,109,63,41,233,29,53,92,112,0,19,70,125,106
1736,49,18,101,45,0,43,18,86,46,1,45,74,57,39,122,22,36,61,89,6,26,28,43,59
1737,81,41,99,45,18,71,35,112,71,20,95,126,123,45,188,21,32,78,98,8,21,57,105,66
1738,102,22,124,62,6,56,9,114,29,11,91,71,35,42,207,19,40,52,146,0,26,50,88,96
1739,43,42,175,104,33,43,7,74,77,42,61,59,77,69,245,13,46,28,153,20,32,100,86,148
1740,56,20,91,46,21,35,2,78,64,9,14,57,74,35,174,21,47,44,121,0,22,47,74,66
1741,53,25,87,51,10,52,24,133,77,30,77,80,91,62,167,30,46,76,104,5,32,58,60,60
1742,76,13,131,37,4,25,0,86,78,4,46,58,15,30,175,4,7,40,136,0,20,23,19,75
1743,58,46,207,51,4,104,9,115,48,14,99,110,112,40,239,4,28,115,184,6,29,32,66,90
1744,63,2,74,46,0,34,4,45,19,1,24,18,33,31,159,3,14,104,155,0,18,38,45,46
1745,54,21,47,17,5,46,33,53,34,16,38,45,56,29,111,11,17,71,43,2,8,25,47,50
1746,74,28,103,17,16,44,30,68,88,14,51,84,90,33,141,18,49,92,106,6,22,43,95,59
1747,99,24,143,74,28,75,16,158,115,24,53,77,86,53,261,25,38,148,144,8,28,42,107,85
1748,48,39,107,50,10,43,69,97,97,13,84,118,84,46,196,25,41,100,102,8,34,63,68,72
1749,46,8,150,46,4,61,4,73,56,13,20,38,30,14,170,10,20,118,155,0,5,31,39,72
1750,33,28,65,55,6,55,49,142,65,11,80,99,50,71,204,27,52,118,122,4,19,74,71,66
1751,62,40,99,42,15,54,32,92,70,27,94,84,70,38,142,25,47,48,107,0,12,45,39,80
1752,40,48,119,55,8,89,34,137,87,27,129,101,74,75,246,21,43,108,135,8,43,85,108,64
1753,161,13,343,129,26,72,27,116,131,15,104,90,98,83,315,33,67,64,267,8,41,90,165,157
1754,54,41,60,55,19,64,33,98,56,28,83,109,33,40,210,29,57,45,114,30,33,57,115,90
1755,40,17,153,53,26,53,2,107,63,6,45,65,34,43,160,17,63,66,187,1,42,90,18,64
1756,156,56,209,102,33,102,26,240,75,35,153,144,117,108,328,40,53,117,187,4,51,140,147,122
1757,79,24,44,30,15,49,30,88,49,3,54,41,58,56,152,20,33,24,92,4,22,32,44,40
1758,45,33,57,27,16,58,45,94,64,42,79,80,62,31,138,14,26,70,82,22,33,32,78,53
1759,30,23,92,48,10,40,12,84,79,7,35,27,45,26,74,12,46,24,94,2,10,45,63,86
1760,83,16,157,35,6,32,2,125,53,9,41,27,44,48,246,18,56,44,121,0,17,35,35,98
1761,44,18,61,50,10,24,22,69,58,0,33,65,46,35,124,17,30,59,69,4,18,26,44,45
1762,91,15,116,77,19,63,13,159,101,38,71,92,90,63,253,13,43,73,114,8,30,72,62,48
1763,40,18,122,26,6,21,27,93,30,2,22,48,9,40,187,23,21,47,106,0,8,39,43,53
1764,133,26,227,109,26,65,17,160,160,29,70,86,118,94,355,44,65,90,226,8,41,91,106,143
1765,138,48,138,92,26,109,50,149,132,34,149,105,160,80,323,43,72,107,182,8,37,67,111,136
1766,66,21,109,44,5,70,7,110,53,5,60,31,80,50,178,19,17,37,113,10,27,47,69,78
1767,41,22,84,47,16,48,26,100,69,21,75,46,78,49,155,15,31,45,83,24,14,47,45,67
1768,78,23,108,53,14,23,2,103,91,25,50,65,81,25,187,21,42,47,93,10,31,59,53,28
1769,54,34,119,49,25,57,48,116,69,32,78,80,70,43,185,33,31,85,90,12,24,56,88,45
1770,43,34,154,84,30,73,20,71,74,21,79,88,109,69,122,0,94,106,199,6,32,129,66,83
1771,48,27,141,12,5,54,9,121,79,39,63,81,71,44,188,20,37,85,105,16,31,59,89,79
1772,51,15,66,55,10,49,28,114,78,29,53,65,35,33,154,5,22,51,73,2,20,22,74,92
1773,58,13,116,57,13,28,13,121,47,4,44,44,58,28,169,15,41,65,137,0,9,52,37,96
1774,97,3,140,77,0,63,5,68,39,4,73,60,66,54,186,5,44,27,137,8,13,37,31,97
1775,41,1,72,46,13,31,45,44,51,18,39,43,66,22,97,9,15,54,75,0,0,39,29,19
1776,81,29,115,74,13,85,41,139,62,20,67,90,109,69,244,32,42,63,138,0,29,64,102,102
1777,76,52,167,79,22,92,65,191,122,64,112,151,125,72,280,41,64,110,169,4,52,61,126,108
1778,95,33,254,92,33,89,13,185,120,47,97,90,111,102,360,30,64,76,279,20,23,88,146,102
1779,28,9,172,27,6,22,0,41,42,1,18,20,21,27,187,13,16,5,235,2,1,32,18,56
1780,52,24,73,50,16,50,62,95,65,33,65,78,53,51,132,22,38,56,100,28,22,42,92,67
1781,166,58,190,108,46,111,55,259,101,32,156,149,137,153,394,45,92,117,236,20,81,153,185,138
1782,74,14,79,50,2,38,11,93,38,5,51,51,73,43,124,6,51,49,93,8,15,27,25,62
1783,82,27,118,40,4,67,21,79,35,21,54,96,98,56,131,21,44,35,114,2,30,63,52,49
1784,76,48,157,71,40,112,67,201,152,50,127,162,69,95,267,34,59,123,151,13,15,90,70,115
1785,34,10,27,16,2,20,32,62,44,15,43,50,34,16,90,14,15,46,55,0,17,26,49,30
1786,61,20,126,58,18,45,8,112,76,9,59,74,71,50,109,11,45,43,154,2,15,62,71,79
1787,32,17,80,31,12,53,27,145,53,19,68,58,53,48,163,21,27,40,71,6,21,25,82,51
1788,52,26,93,50,14,43,21,126,75,26,56,56,82,50,133,13,34,53,87,6,16,64,77,68
1789,84,26,112,79,12,21,11,126,83,27,38,64,83,52,217,16,26,41,140,6,23,70,100,115
1790,98,47,132,62,29,75,26,164,86,35,70,77,72,51,265,24,39,104,137,10,37,82,111,97
1791,74,26,56,42,20,72,54,127,82,18,84,76,95,63,143,26,54,67,107,14,27,70,65,82
1792,79,23,78,48,3,39,4,50,36,0,23,40,63,53,123,2,31,41,51,2,24,38,42,60
1793,70,24,81,58,19,31,5,112,62,7,47,28,52,32,166,14,49,39,85,0,18,41,18,68
1794,67,35,101,45,11,77,60,114,77,28,76,98,93,30,174,10,26,72,96,16,17,49,31,69
1795,69,20,177,74,19,104,25,137,111,31,99,122,123,46,282,19,16,128,139,4,36,51,133,86
1796,34,17,150,89,12,61,9,109,54,9,52,72,52,60,180,8,32,60,143,2,23,39,70,113
1797,96,35,144,89,6,58,9,133,91,29,84,93,95,47,252,18,50,144,129,2,34,84,111,95
1798,141,61,193,94,21,114,48,178,126,48,156,162,117,87,323,47,59,162,187,26,59,84,132,134
1799,39,7,97,43,10,30,6,74,27,10,32,27,19,37,90,12,21,19,101,2,9,41,38,77
1800,110,43,142,40,27,67,78,115,111,29,130,114,84,78,183,37,44,89,150,12,41,82,90,93
1801,55,13,64,64,13,39,14,66,106,24,55,65,39,45,165,18,28,65,78,11,8,54,53,95
1802,38,13,49,23,3,31,42,57,48,15,59,53,33,18,97,8,12,48,63,4,11,23,42,35
1803,29,17,100,49,6,31,7,109,70,6,36,25,34,19,188,17,36,28,172,8,13,51,65,91
1804,117,32,146,53,30,89,47,171,154,39,118,146,119,67,295,36,82,101,145,6,25,82,181,118
1805,84,42,199,78,36,85,15,171,118,40,111,88,125,86,367,38,47,124,205,2,34,38,104,174
1806,85,22,102,87,21,45,9,128,92,14,58,69,67,40,264,13,66,86,106,8,25,49,20,111
1807,59,34,76,22,7,31,40,93,22,13,58,73,51,52,139,22,30,61,88,2,9,46,62,39
1808,43,12,72,45,6,35,7,74,78,9,30,45,49,24,136,11,28,13,58,0,9,54,36,84
1809,76,24,85,50,12,54,56,101,45,16,71,88,74,44,144,22,24,61,65,2,24,33,71,72
1810,80,17,83,43,4,39,17,99,53,17,65,91,56,53,141,5,35,66,75,2,31,36,43,64
1811,64,16,73,80,10,50,2,140,63,12,40,55,39,44,179,19,50,46,131,4,13,50,64,88
1812,92,18,104,49,15,97,13,122,90,9,88,90,78,65,190,16,36,53,97,14,28,28,62,79
1813,68,33,77,26,11,44,12,84,69,6,44,64,71,17,20,19,30,26,97,0,11,0,42,73
1814,79,31,105,47,17,56,28,89,91,15,48,50,66,60,161,21,39,74,70,2,34,58,69,102
1815,42,7,60,24,6,19,1,40,38,6,34,44,23,35,92,6,20,33,45,4,20,17,34,67
1816,74,16,92,68,6,30,13,140,74,5,64,73,74,46,231,11,37,75,103,1,37,45,111,95
1817,91,30,136,76,23,80,32,96,101,15,87,108,64,66,246,32,49,67,130,10,41,58,78,102
1818,66,26,101,62,10,67,18,140,53,9,84,83,86,55,182,15,44,39,146,12,32,65,63,59
1819,115,53,198,107,35,124,39,160,129,19,161,160,185,108,297,37,69,150,189,18,61,118,119,133
1820,84,12,116,48,23,57,32,107,94,23,47,78,72,34,165,20,34,65,97,0,19,67,102,98
1821,65,24,92,49,11,36,20,102,50,16,66,71,69,50,161,24,40,73,93,14,29,45,69,58
1822,59,24,93,35,17,55,7,87,58,7,72,57,55,47,205,7,29,67,127,4,34,63,34,85
1823,68,13,114,42,9,53,3,88,37,1,53,46,40,64,145,14,35,53,135,4,20,32,103,64
1824,68,21,71,47,7,75,17,110,56,9,77,56,49,44,139,20,31,56,102,4,22,40,81,88
1825,71,10,45,45,6,49,16,74,34,9,40,51,56,28,93,13,37,45,51,2,5,67,50,50
1826,40,26,113,68,33,66,16,123,78,26,74,79,74,58,75,1,13,69,101,0,18,58,99,71
1827,59,14,80,34,7,36,35,69,48,7,49,66,46,20,119,14,20,47,64,6,14,35,30,44
1828,100,6,99,59,17,57,27,105,83,5,52,46,47,58,173,7,25,33,99,6,34,40,31,80
1829,44,10,70,30,8,37,7,49,43,1,20,32,33,19,82,6,15,57,33,0,9,42,33,46
1830,71,5,116,55,20,80,18,149,71,27,52,36,101,74,218,27,55,80,138,10,29,69,91,47
1831,59,22,90,40,15,61,4,71,90,15,52,85,87,20,56,6,36,63,79,8,23,38,48,65
1832,86,40,166,54,12,103,49,177,53,37,79,129,98,57,236,33,46,94,187,20,42,84,121,93
1833,68,8,90,60,13,32,2,105,53,15,59,45,64,25,211,18,26,47,80,2,22,72,59,66
1834,79,21,132,64,22,45,18,71,68,25,41,62,88,46,204,12,53,51,109,0,17,79,32,86
1835,78,25,153,54,14,69,13,154,33,13,92,42,66,57,182,13,36,44,110,8,11,50,29,96
1836,87,25,165,55,18,26,21,134,119,8,53,87,56,52,258,30,52,44,193,8,17,46,73,81
1837,81,23,82,41,21,28,8,98,36,14,67,48,87,60,158,13,25,34,95,0,19,29,128,91
1838,103,45,103,37,10,70,42,151,74,37,94,95,109,60,110,0,43,45,101,2,29,70,59,86
1839,79,19,146,52,11,47,23,67,79,31,37,63,68,40,167,6,56,25,157,4,21,69,110,88
1840,51,6,82,50,8,47,5,100,29,7,83,47,79,40,185,8,33,35,93,2,28,47,72,57
1841,67,12,57,37,2,16,6,26,34,8,50,48,48,30,64,14,28,19,77,0,19,34,34,56
1842,55,15,96,35,8,19,4,66,22,2,39,32,29,14,72,11,23,12,106,0,21,21,43,54
1843,56,12,96,60,9,29,8,78,73,21,32,66,66,40,183,25,41,12,82,4,10,45,40,53
1844,87,32,115,49,18,65,17,66,32,16,49,67,75,41,144,14,36,50,134,4,27,55,38,72
1845,36,10,34,20,6,29,35,67,46,10,41,55,36,24,61,17,22,68,53,10,18,29,49,51
1846,75,21,81,56,13,35,12,98,38,8,28,31,32,30,187,10,21,29,115,0,20,42,38,65
1847,60,22,133,82,10,33,19,117,65,14,67,78,38,70,264,37,51,31,136,2,38,28,51,63
1848,44,27,56,27,14,31,26,52,70,11,42,72,59,25,136,20,17,60,69,4,20,40,67,62
1849,97,23,144,77,22,114,56,201,116,46,149,168,129,49,260,20,18,113,156,8,53,59,152,94
1850,80,30,92,33,12,21,48,89,77,5,61,95,69,41,137,15,32,96,78,4,28,31,45,70
1851,53,29,115,56,16,86,37,115,63,8,78,66,85,44,183,18,34,65,110,15,23,26,29,74
1852,48,14,93,35,2,35,9,70,18,23,41,35,33,28,77,9,23,29,115,2,22,27,36,65
1853,65,15,77,20,2,62,21,74,46,13,64,47,60,32,162,11,23,76,80,8,21,37,34,57
1854,62,13,111,77,18,45,2,90,81,5,49,58,20,38,245,7,59,38,161,4,12,43,75,127
1855,57,13,92,56,6,32,14,95,62,24,29,84,45,32,147,16,43,77,75,2,9,42,61,36
1856,68,9,185,91,32,41,3,85,72,5,40,67,24,46,271,15,62,27,169,2,17,66,77,136
1857,97,28,127,64,17,65,22,113,92,19,78,79,50,54,131,31,43,91,131,8,23,44,91,62
1858,41,12,72,42,10,36,12,65,53,13,35,51,67,47,137,8,20,28,84,0,14,39,19,61
1859,65,33,96,32,10,47,2,92,70,21,84,87,89,33,164,2,35,88,90,4,26,55,41,46
1860,90,38,149,14,25,75,1,144,76,5,62,58,77,55,238,27,59,110,135,4,40,70,87,96
1861,61,29,59,36,14,65,53,67,66,14,61,82,61,27,145,16,23,67,72,8,27,37,46,44
1862,58,18,118,42,18,39,21,67,63,29,57,74,77,35,129,36,21,77,101,2,14,32,23,80
1863,40,5,137,55,1,22,5,73,61,11,30,29,19,18,199,10,19,38,196,2,2,54,37,71
1864,61,31,81,52,10,59,54,107,58,7,46,69,71,30,169,11,37,62,86,6,31,38,42,49
1865,68,23,24,26,3,28,45,54,57,6,42,76,35,19,91,3,29,70,37,2,31,22,39,58
1866,74,20,105,59,15,61,46,115,68,38,71,97,59,48,195,19,25,101,82,8,31,59,51,32
1867,61,14,111,45,9,36,25,117,70,27,67,93,71,28,183,18,37,81,92,0,26,27,51,103
1868,53,6,48,52,13,63,20,96,78,15,59,73,71,34,121,11,45,49,35,0,17,51,49,75
1869,102,40,156,72,21,120,84,168,147,59,139,172,141,84,313,41,60,120,158,33,41,76,108,114
1870,59,25,145,69,9,48,13,99,36,11,63,46,67,53,156,25,41,33,123,4,17,39,19,46
1871,94,22,40,56,22,50,51,82,47,8,73,92,77,32,145,11,27,86,103,4,43,21,93,78
1872,71,21,129,72,19,62,59,107,94,28,96,102,116,58,200,23,46,66,151,2,23,54,125,77
1873,65,6,143,52,20,24,9,100,56,15,53,43,61,39,222,25,23,28,102,4,14,58,35,89
1874,41,17,77,34,9,28,6,66,49,4,33,52,34,35,133,1,40,37,120,6,8,35,26,69
1875,93,30,185,43,19,34,32,119,96,74,69,91,106,56,202,25,46,101,139,6,37,93,99,82
1876,50,9,107,42,6,37,3,85,17,10,43,34,43,34,60,23,29,24,102,2,12,29,50,34
1877,67,15,163,41,16,60,20,109,92,13,63,85,95,42,228,21,39,45,186,20,38,56,68,67
1878,83,32,97,45,7,74,34,105,72,36,88,101,78,45,169,25,38,30,97,16,24,43,61,76
1879,83,43,105,63,10,68,77,125,73,19,81,104,62,50,216,18,39,82,119,6,31,41,30,70
1880,78,37,101,53,12,63,43,91,66,12,80,82,74,45,192,31,35,25,93,12,38,41,94,77
1881,68,22,110,72,14,30,3,126,60,43,56,90,95,56,246,23,63,34,130,6,30,69,74,105
1882,43,16,84,26,1,51,9,104,65,9,66,79,59,38,127,10,33,72,88,10,19,34,56,54
1883,69,17,103,36,14,28,3,83,59,4,34,30,27,29,138,9,19,19,79,2,8,36,17,69
1884,118,52,188,96,34,80,60,208,139,45,103,119,131,83,304,27,92,97,165,8,40,104,190,129
1885,67,12,193,81,23,27,1,136,77,21,51,47,40,59,242,2,40,23,156,0,24,99,82,92
1886,80,22,104,61,7,74,57,114,54,37,88,93,87,54,174,26,19,52,92,19,33,31,74,79
1887,63,23,85,51,7,40,34,113,57,35,56,68,59,40,157,11,21,35,88,14,12,19,16,48
1888,80,33,89,32,7,30,29,108,70,20,81,80,79,45,171,16,32,64,81,8,20,34,80,66
1889,31,3,21,13,6,39,14,29,41,8,20,39,39,3,78,1,18,14,39,2,16,30,20,28
1890,72,30,64,52,16,40,15,76,53,9,61,41,38,41,119,17,30,79,68,1,15,49,28,56
1891,45,24,86,26,6,24,2,28,56,9,27,49,32,35,140,18,19,22,110,0,7,37,43,46
1892,99,28,177,64,23,80,7,201,119,55,83,134,71,65,325,20,39,58,184,6,37,94,151,131
1893,65,26,136,58,13,80,74,148,65,42,111,88,109,59,192,9,48,74,131,0,33,67,72,66
1894,33,15,89,22,1,60,27,50,58,9,42,77,8,27,125,4,24,38,39,10,9,33,29,46
1895,121,27,110,48,23,62,33,129,75,12,94,88,95,39,228,31,55,32,126,10,27,41,111,98
1896,152,36,212,114,44,109,34,217,183,52,106,123,151,57,381,30,101,108,240,16,40,146,114,214
1897,92,26,92,53,11,71,34,51,87,1,72,85,19,54,171,26,21,67,90,10,13,47,8,65
1898,80,17,92,44,4,31,8,94,57,17,33,36,52,45,140,19,40,58,103,8,26,34,57,67
1899,76,26,111,62,20,76,16,144,48,23,87,86,98,47,229,29,26,67,140,2,46,72,37,101
1900,49,12,47,47,15,36,5,71,72,12,32,55,39,40,151,3,25,35,66,2,8,48,12,27
1901,60,25,106,41,24,71,25,114,74,25,82,83,81,46,206,16,37,63,115,6,29,45,87,57
1902,85,36,128,77,9,32,20,122,136,29,56,91,64,55,216,13,28,49,149,0,33,61,47,95
1903,64,39,154,66,14,91,17,116,89,16,105,77,93,52,234,5,46,83,160,8,40,78,149,113
1904,59,29,90,48,15,41,46,98,79,43,77,84,99,38,139,16,26,76,84,4,22,52,108,70
1905,50,6,94,57,15,48,6,77,61,16,29,54,48,28,157,3,24,28,114,0,4,62,56,100
1906,38,6,98,25,5,46,0,103,34,3,48,39,41,41,126,8,45,22,125,0,10,38,24,68
1907,66,27,95,60,8,43,10,79,63,7,47,59,81,31,193,11,42,36,115,20,16,50,67,43
1908,81,25,164,52,19,109,24,142,65,22,117,121,151,55,257,15,72,69,167,12,38,97,64,130
1909,72,30,94,33,29,9,1,87,59,36,130,34,68,75,215,22,0,11,125,2,22,100,110,120
1910,85,23,103,46,22,77,48,115,78,21,82,101,64,56,212,14,49,88,106,10,33,70,108,63
1911,84,21,135,58,6,55,26,91,77,22,60,49,62,40,197,0,36,34,173,14,31,62,85,89
1912,42,18,68,30,4,13,14,64,62,14,37,42,46,19,103,9,29,41,67,0,13,31,22,47
1913,61,28,111,77,20,19,6,78,79,7,53,38,33,41,155,21,57,18,90,2,28,27,55,66
1914,96,15,81,58,17,46,12,115,66,13,55,61,75,43,169,18,42,58,147,4,28,1,66,26
1915,93,11,95,63,5,42,12,116,86,44,54,130,54,25,195,9,50,45,138,8,18,61,67,94
1916,52,25,61,30,2,22,26,76,49,6,34,56,48,31,118,11,19,29,92,0,21,12,33,41
1917,70,26,92,51,9,70,41,81,83,28,107,84,68,34,169,22,36,78,92,18,35,33,54,58
1918,71,30,213,77,21,54,6,189,72,41,73,93,72,68,205,28,40,42,211,12,31,84,72,128
1919,48,12,65,45,9,32,17,53,37,8,56,46,32,38,115,8,35,55,51,0,16,34,51,14
1920,39,31,62,41,16,43,26,62,56,10,51,64,65,38,142,12,41,71,70,6,11,45,27,41
1921,55,26,150,61,12,62,5,109,29,21,76,93,54,71,204,34,43,78,159,6,15,57,57,88
1922,59,22,60,36,7,52,61,105,79,21,71,111,87,48,179,13,52,83,134,2,29,58,68,79
1923,37,11,93,56,4,33,7,81,43,15,25,48,35,25,131,19,29,15,77,2,13,39,43,61
1924,73,28,127,72,16,75,25,118,103,37,71,85,53,50,162,18,36,54,115,10,24,51,95,85
1925,53,6,94,43,5,28,28,55,46,10,20,28,62,22,88,7,31,26,68,0,0,41,48,56
1926,119,66,212,82,30,107,46,231,163,67,141,169,147,85,341,27,81,127,202,10,54,77,175,142
1927,60,9,174,65,21,63,0,85,55,7,73,61,99,21,232,15,32,50,131,2,5,54,93,43
1928,43,0,105,53,11,52,38,97,97,47,93,99,100,61,187,12,40,98,106,6,38,63,106,73
1929,43,14,69,49,11,48,4,52,50,24,40,54,57,28,144,17,19,52,86,2,12,34,32,53
1930,144,52,188,85,38,113,9,160,115,24,143,129,126,87,188,36,29,44,201,4,6,80,167,78
1931,40,37,73,25,12,46,38,77,57,13,80,76,38,41,154,11,28,42,85,4,21,27,65,49
1932,86,8,94,87,17,54,3,130,49,0,71,50,47,28,164,12,29,11,137,2,25,75,104,138
1933,56,9,175,70,7,34,2,143,24,6,67,107,38,59,247,9,63,30,234,6,19,67,82,182
1934,60,28,121,66,15,35,2,85,50,6,26,69,43,26,214,5,14,15,136,9,12,39,68,55
1935,65,38,109,65,18,72,12,139,65,33,70,67,105,47,228,19,33,39,107,12,31,79,104,97
1936,41,28,47,32,15,27,12,68,35,11,55,65,42,27,111,14,10,38,77,2,22,43,46,50
1937,31,25,116,46,7,35,5,35,29,4,57,48,42,13,165,0,38,49,190,6,15,43,24,38
1938,237,80,361,165,40,164,28,328,263,43,196,217,207,120,596,30,125,112,327,20,91,175,255,205
1939,56,16,88,36,13,38,34,63,61,12,37,54,83,33,105,22,28,48,86,2,43,33,43,60
1940,159,64,199,98,46,115,26,200,85,39,146,142,139,89,351,58,88,116,192,34,40,127,201,128
1941,54,26,67,48,18,82,25,124,60,32,98,106,94,52,186,17,46,53,90,18,32,33,91,77
1942,23,17,60,55,17,59,38,88,46,4,48,78,58,21,109,14,49,29,45,6,32,15,34,40
1943,101,39,193,99,22,59,6,161,110,34,86,89,97,79,306,26,92,51,204,0,23,115,120,137
1944,61,28,99,32,14,66,29,81,61,42,95,86,93,37,155,16,34,75,77,8,32,50,66,58
1945,65,28,107,40,15,54,4,147,99,44,87,84,87,60,252,28,44,42,158,12,24,81,69,41
1946,150,60,191,105,33,131,48,250,75,47,147,156,142,70,287,37,69,121,194,10,68,132,157,129
1947,65,15,107,68,14,70,3,48,71,3,50,75,74,12,194,20,33,67,83,8,2,30,58,83
1948,61,29,111,46,19,97,17,112,30,29,74,103,91,55,179,17,26,80,90,2,23,62,86,73
1949,55,18,85,52,6,49,17,89,49,7,39,56,72,30,142,15,28,33,49,0,20,32,28,56
1950,95,35,125,83,19,105,45,165,81,5,110,85,128,60,240,28,35,84,150,12,35,69,70,95
1951,11,42,43,42,11,77,55,109,76,0,83,94,45,64,177,6,39,70,117,0,28,39,26,70
1952,72,42,113,70,15,46,5,120,45,23,72,74,70,66,206,28,50,53,126,10,34,83,88,94
1953,71,30,125,51,23,60,20,166,55,13,55,60,45,64,188,21,56,29,133,6,26,69,73,80
1954,138,16,169,80,21,68,69,139,152,19,101,98,19,62,207,41,63,114,149,3,50,61,110,104
1955,45,15,63,25,10,31,6,36,29,8,30,35,37,20,110,12,18,49,39,2,12,35,25,29
1956,38,24,48,3,6,34,6,70,34,7,55,40,46,37,107,10,22,14,44,2,18,17,32,43
1957,92,15,165,90,7,51,9,131,52,6,80,64,66,81,251,16,45,30,159,4,48,61,52,126
1958,130,29,171,81,21,66,55,166,107,24,123,84,7,64,243,7,67,108,134,12,49,46,120,50
1959,193,52,210,122,56,141,40,198,90,16,151,138,161,123,412,42,76,113,214,10,81,157,112,230
1960,110,37,184,116,19,40,24,150,120,70,84,132,65,89,348,8,69,84,204,4,25,115,137,152
1961,61,22,87,36,14,14,4,75,40,7,53,50,51,43,129,13,23,34,45,2,20,30,39,44
1962,54,6,92,44,10,23,6,47,34,11,39,52,29,26,112,5,38,43,67,0,13,39,19,62
1963,40,16,40,29,4,32,3,19,28,8,27,40,38,23,140,14,34,40,61,0,11,21,37,28
1964,110,42,147,26,16,46,61,151,80,24,64,140,103,88,258,40,47,106,88,6,43,72,126,73
1965,91,22,134,32,8,65,19,123,83,19,72,71,90,53,194,27,34,63,111,6,38,64,95,59
1966,111,53,174,75,20,121,97,190,108,22,143,142,110,69,241,46,52,122,153,8,42,42,113,94
1967,37,7,93,48,12,19,5,71,35,11,33,38,21,33,143,10,24,11,67,0,8,35,43,52
1968,73,39,190,91,27,44,8,138,101,15,55,60,79,59,219,24,69,47,169,0,31,57,55,85
1969,76,36,103,63,22,109,45,140,85,35,94,132,103,42,194,12,36,122,127,4,40,83,110,63
1970,24,10,129,55,12,20,0,54,45,0,25,38,31,22,137,5,15,23,143,0,5,28,28,72
1971,58,38,73,53,19,50,38,69,55,16,67,83,80,24,160,13,31,74,76,4,20,38,57,28
1972,60,13,79,50,20,49,27,80,60,1,44,45,25,31,156,4,27,70,53,1,7,51,76,58
1973,68,58,128,74,18,75,59,138,93,56,104,121,102,56,177,26,46,83,122,2,27,59,90,69
1974,137,41,145,84,22,109,21,119,112,42,123,121,107,86,296,5,52,78,177,10,57,98,129,121
1975,32,11,58,30,18,57,2,59,43,0,37,50,45,41,120,3,52,8,98,0,14,36,61,55
1976,68,35,103,30,7,61,8,99,48,9,47,59,47,35,128,2,34,32,98,4,18,21,43,75
1977,137,33,189,38,25,103,11,166,135,41,101,119,121,87,162,21,50,88,169,4,39,108,68,144
1978,64,10,80,27,6,42,20,94,47,10,50,63,89,38,82,18,35,48,70,2,30,38,54,48
1979,43,34,88,40,3,44,14,100,21,5,54,41,41,19,98,15,19,42,88,8,29,21,56,51
1980,37,21,64,28,7,20,2,48,41,9,18,45,41,24,107,14,18,26,30,0,0,31,14,42
1981,57,20,71,45,12,47,30,74,42,18,48,54,64,23,122,14,16,59,65,2,21,49,79,56
1982,104,21,109,63,33,130,34,147,122,9,108,135,129,47,239,31,40,124,100,26,42,77,105,69
1983,53,36,108,33,14,78,72,143,95,30,91,75,116,50,198,27,46,39,124,27,39,71,92,90
1984,77,12,74,44,16,39,10,68,56,8,70,66,62,45,160,6,8,81,94,4,21,50,58,81
1985,86,22,84,12,17,48,6,70,67,19,39,84,49,35,161,12,16,70,87,0,37,35,17,57
1986,52,24,95,36,9,56,16,76,86,19,91,78,94,28,156,24,47,84,106,10,32,40,52,52
1987,20,24,91,52,4,55,13,36,55,6,44,53,59,38,166,14,32,60,88,6,10,41,52,70
