,1_NRAS,2_DNMT3A,2_SF3B1,2_IDH1,3_GATA2,4_KIT,5_NPM1,6_chr6,7_EZH2,9_JAK2,10_chr10,11_WT1,12_KRAS,12_PTPN11,13_FLT3,14_chr14,15_IDH2,16_chr16,17_TP53,17_SRSF2,18_chr18,20_ASXL1,21_RUNX1,21_U2AF1
3281,162,30,192,89,18,100,27,124,108,42,97,111,97,106,295,6,71,37,114,4,42,98,111,133
3282,72,22,70,39,6,27,46,61,44,24,18,58,67,47,114,3,31,10,41,2,10,33,42,60
3283,108,22,208,125,30,69,8,140,60,16,41,91,44,100,340,11,1,12,95,9,24,86,43,91
3284,94,10,269,65,6,68,15,86,57,12,63,83,55,58,216,4,72,12,194,2,20,77,60,115
3285,65,15,53,37,9,34,8,53,36,4,21,44,33,30,155,0,20,10,87,0,20,29,64,40
3286,76,43,138,68,25,89,71,116,88,31,70,114,96,64,252,6,45,30,148,8,53,82,97,129
3287,56,22,56,15,0,48,21,74,75,18,54,58,67,39,100,5,16,13,53,2,28,38,45,59
3288,52,27,7,48,14,60,51,108,66,0,80,130,73,47,214,5,15,0,40,0,30,37,45,68
3289,45,18,116,80,14,45,69,91,59,1,47,64,128,50,83,6,29,21,64,12,34,31,40,89
3290,55,18,72,41,4,53,29,56,37,2,36,49,62,26,118,2,18,4,48,0,24,39,60,48
3291,55,10,132,65,21,46,3,84,50,0,34,41,1,30,113,8,16,6,56,2,9,54,29,70
3292,58,4,87,52,7,38,5,45,50,11,31,66,21,32,120,4,32,0,79,0,4,30,18,71
3293,78,9,133,69,7,63,26,99,69,30,61,78,51,66,168,10,15,18,90,4,20,53,85,86
3294,82,30,86,49,14,41,13,62,35,26,37,69,72,36,112,8,35,6,58,0,20,58,50,87
3295,66,16,75,46,15,69,26,81,73,19,67,61,70,39,117,4,26,10,70,8,18,48,23,57
3296,128,38,58,70,18,94,72,78,61,6,135,112,86,45,246,12,53,24,144,2,32,80,53,73
3297,68,24,109,38,0,55,0,54,58,8,28,44,49,43,169,15,22,12,82,0,16,31,20,68
3298,61,22,62,35,9,31,11,63,57,34,26,47,48,40,103,2,13,3,59,2,17,26,30,34
3299,58,29,102,46,12,81,17,83,35,3,37,59,51,61,182,7,34,4,65,21,28,35,11,69
3300,62,11,132,52,4,57,45,87,51,10,40,47,59,52,115,8,37,10,107,2,19,36,16,27
3301,102,22,162,57,9,98,2,78,79,10,55,93,58,36,258,4,25,14,138,2,10,66,75,101
3302,75,11,70,81,16,63,12,115,56,25,42,64,45,49,215,0,37,21,127,16,24,37,31,110
3303,68,26,88,52,0,77,56,82,54,39,65,107,73,39,169,3,44,22,72,8,25,43,91,42
3304,222,86,232,103,34,210,87,207,219,1,148,152,210,65,461,7,52,40,247,22,75,155,79,113
3305,37,16,65,36,6,57,47,41,50,25,28,67,63,17,90,3,6,14,64,8,17,36,53,52
3306,75,19,173,71,13,32,2,62,48,22,50,80,50,34,173,4,30,9,131,14,18,40,67,84
3307,39,42,243,92,32,77,21,59,43,18,65,136,70,107,298,6,79,13,234,4,30,28,62,144
3308,256,77,101,127,39,218,42,268,151,34,202,212,242,119,300,9,103,37,356,41,72,173,198,166
3309,48,20,129,41,7,47,5,74,50,14,47,70,62,43,180,8,15,10,86,0,13,36,40,70
3310,207,65,303,132,27,152,37,202,153,60,151,174,173,108,324,17,97,45,231,2,59,157,75,50
3311,52,25,96,68,7,47,13,104,66,16,32,54,50,38,129,3,36,13,72,0,22,45,33,71
3312,109,16,174,40,25,49,12,55,76,0,62,89,42,76,235,16,33,14,244,8,31,52,8,76
3313,59,22,70,31,4,54,3,57,52,25,54,73,64,30,135,11,27,15,69,2,9,34,21,42
3314,91,32,138,59,21,71,26,98,38,29,47,97,88,52,244,3,33,12,202,2,31,63,24,102
3315,99,53,110,61,0,88,71,91,125,52,91,141,77,70,213,0,27,34,124,24,36,57,82,68
3316,86,43,117,41,27,74,51,82,114,8,68,123,103,53,108,12,56,39,115,12,21,35,89,70
3317,48,9,48,44,8,31,5,76,49,2,26,30,27,21,89,4,25,4,75,0,19,50,25,73
3318,98,24,94,56,18,74,31,87,87,27,63,69,90,35,211,11,30,8,63,2,23,53,23,78
3319,63,14,42,32,6,69,15,57,37,0,35,32,38,21,148,0,24,5,77,2,20,43,59,64
3320,62,11,89,59,3,47,10,55,44,3,39,47,38,26,176,7,28,17,86,2,25,42,56,75
3321,133,43,220,86,10,115,9,118,33,64,80,91,90,72,263,10,46,20,194,6,39,0,159,128
3322,51,23,102,49,15,43,5,59,51,13,68,52,78,28,174,11,31,14,59,2,28,47,34,46
3323,70,25,110,39,1,79,41,49,38,0,69,117,79,35,222,7,20,17,63,2,30,55,26,70
3324,74,18,215,44,15,48,10,57,42,7,54,31,63,13,195,8,38,6,142,4,26,56,73,43
3325,99,32,160,74,7,102,34,102,85,32,58,95,99,67,248,5,58,23,148,6,31,94,45,127
3326,59,14,79,36,6,54,32,87,52,14,47,74,75,30,133,4,33,11,83,10,32,63,49,62
3327,93,22,248,86,12,87,14,137,76,50,69,114,54,75,253,8,70,28,185,0,38,86,145,143
3328,106,49,187,76,28,152,74,156,118,61,122,127,156,83,329,3,45,25,209,18,43,106,163,132
3329,89,31,94,56,5,41,40,99,72,23,58,59,52,53,185,5,33,21,95,2,27,41,11,63
3330,75,10,103,54,6,33,38,85,68,25,52,74,84,43,119,6,37,6,78,8,30,43,26,80
3331,74,21,120,66,19,55,34,41,64,15,65,68,89,72,257,8,54,24,121,10,42,64,57,100
3332,69,14,107,58,10,62,12,50,45,19,52,64,66,67,99,11,37,15,131,8,26,40,66,70
3333,67,15,97,34,13,52,8,89,47,32,33,57,43,40,88,4,34,10,89,2,20,60,26,76
3334,24,12,82,20,2,43,2,52,43,3,12,41,29,35,160,2,25,9,144,2,3,25,11,69
3335,98,19,277,76,12,66,7,103,89,41,63,87,81,56,266,1,51,8,218,2,31,25,100,80
3336,47,11,83,49,9,33,8,56,50,5,13,25,38,27,156,1,32,9,84,7,17,25,44,62
3337,63,25,71,53,17,76,72,63,67,38,64,82,81,51,143,5,27,15,75,9,26,56,48,50
3338,167,51,94,82,28,117,62,125,100,38,128,172,147,88,250,0,40,27,163,12,46,77,70,142
3339,61,13,74,35,15,34,7,55,51,17,18,44,62,31,126,6,18,4,58,6,20,33,21,44
3340,63,32,125,60,2,94,34,79,99,21,65,83,69,63,203,7,38,13,115,0,27,51,64,71
3341,60,21,91,29,12,60,34,57,58,33,49,51,45,49,115,0,29,9,71,6,20,22,61,36
3342,73,30,59,51,11,38,32,99,39,5,61,77,81,36,104,13,43,24,94,12,20,60,25,73
3343,49,20,124,49,0,64,17,82,72,13,55,76,87,46,121,9,25,9,143,0,24,44,45,79
3344,77,27,55,37,15,36,15,57,77,10,49,73,51,40,124,11,38,13,79,6,16,19,33,40
3345,89,46,83,77,16,108,12,85,98,25,84,141,114,71,272,2,77,23,105,4,47,56,39,103
3346,58,11,131,53,10,37,0,36,58,3,14,84,9,19,130,0,6,7,111,4,13,16,38,48
3347,76,39,100,51,0,66,45,88,91,62,61,96,93,63,203,8,42,17,105,0,33,54,78,63
3348,40,11,116,49,0,54,4,58,40,8,33,31,41,45,149,3,38,15,100,2,34,63,61,67
3349,45,3,103,34,10,54,6,34,35,6,27,31,18,17,132,6,40,2,92,0,5,35,50,50
3350,41,24,81,58,12,56,27,68,72,24,33,85,47,52,130,2,40,9,84,14,20,36,53,64
3351,53,13,118,58,15,35,1,60,48,7,12,36,44,25,148,3,11,1,151,6,7,30,55,44
3352,95,22,192,68,3,20,4,86,60,6,41,85,21,45,187,1,40,6,127,4,15,47,78,101
3353,64,16,81,38,13,61,20,80,48,25,52,78,65,42,145,5,23,8,75,4,19,28,22,69
3354,186,43,176,114,22,108,15,67,152,46,56,128,80,84,316,4,33,27,202,0,29,98,90,169
3355,82,3,105,52,6,65,23,51,48,15,56,85,69,42,94,3,28,11,103,0,8,38,41,51
3356,73,13,98,52,17,34,49,98,79,40,60,95,63,48,204,8,23,10,92,6,32,31,31,58
3357,79,29,130,74,7,41,10,79,87,16,46,101,38,53,199,10,31,10,103,0,19,56,70,118
3358,63,14,113,55,13,84,18,79,58,14,29,65,58,58,117,2,20,22,75,17,34,24,58,84
3359,63,11,118,28,7,51,4,43,44,0,21,43,28,30,124,3,49,2,113,0,15,29,42,62
3360,43,25,64,29,0,66,7,67,33,3,30,55,44,55,95,7,48,13,110,4,9,42,44,89
3361,72,21,111,53,16,67,4,70,64,14,50,69,39,26,207,10,37,13,104,0,17,46,10,42
3362,56,13,72,35,2,43,13,46,58,3,22,59,52,28,93,6,19,3,44,2,7,28,7,46
3363,53,4,103,48,8,42,16,68,45,11,27,59,80,35,111,5,25,12,61,4,20,55,67,63
3364,114,33,117,72,0,30,41,82,55,42,82,82,88,58,248,11,38,20,151,12,31,64,75,104
3365,92,33,140,43,6,78,18,100,59,33,61,45,92,35,207,2,42,12,111,6,28,65,7,88
3366,97,10,111,16,3,31,2,70,44,5,40,68,18,9,172,2,34,18,54,0,23,56,8,6
3367,157,13,211,151,9,138,39,155,188,91,80,188,136,81,384,1,56,42,381,4,32,133,47,191
3368,134,23,263,84,17,52,43,131,104,54,33,94,78,62,222,5,42,28,249,2,25,65,91,142
3369,44,14,69,32,7,48,44,45,49,25,24,47,75,27,99,5,15,11,50,6,25,33,16,33
3370,83,23,155,70,28,93,42,149,110,51,98,109,61,101,267,3,50,36,138,8,18,44,78,121
3371,64,21,66,54,4,45,21,68,59,31,40,60,51,32,90,1,33,14,60,8,18,52,59,75
3372,112,22,193,74,7,67,14,93,53,69,71,104,123,55,244,7,48,30,201,8,47,71,141,94
3373,105,35,142,83,11,66,42,78,122,28,59,96,28,77,180,8,55,19,121,0,32,54,80,91
3374,59,17,62,26,8,69,19,36,48,20,53,76,63,31,117,4,12,4,64,16,14,36,18,50
3375,188,39,179,85,14,141,89,189,47,61,124,125,91,79,419,14,61,48,133,10,55,107,146,138
3376,243,44,319,125,30,165,117,224,167,75,150,234,212,165,516,14,105,44,290,2,83,156,216,251
3377,60,13,167,36,7,17,3,93,31,16,37,59,45,25,167,2,34,17,131,0,15,42,72,65
3378,92,16,151,38,8,71,15,130,78,17,69,103,68,58,229,8,55,9,122,2,23,66,49,126
3379,76,10,99,47,5,39,43,80,62,56,46,82,69,46,149,0,27,14,81,0,19,6,26,56
3380,109,6,167,65,7,90,32,99,105,47,47,84,80,79,242,7,38,7,108,6,21,59,49,95
3381,99,9,192,58,8,74,11,71,52,22,36,67,68,46,221,8,0,14,175,8,20,80,23,17
3382,64,14,107,53,16,63,23,94,75,27,50,99,41,62,146,8,45,24,89,4,31,43,66,72
3383,69,20,86,57,22,50,3,72,75,26,43,75,63,64,234,2,37,10,111,0,20,65,55,84
3384,69,10,64,27,18,69,39,96,104,18,67,87,62,35,182,1,50,12,90,2,24,24,52,62
3385,49,36,104,32,10,80,16,101,82,0,37,94,81,45,200,10,42,12,125,4,24,61,27,63
3386,46,17,82,46,4,19,1,51,52,10,26,87,48,33,91,1,18,10,90,0,15,47,30,31
3387,75,9,89,55,2,31,7,92,47,38,35,45,27,40,173,0,29,14,105,4,19,20,55,31
3388,104,25,212,114,8,120,13,165,120,53,102,144,112,114,432,7,66,41,302,12,46,123,117,163
3389,81,23,45,49,0,37,7,81,47,11,38,56,67,14,120,0,49,8,84,0,23,40,66,47
3390,64,21,79,33,17,52,43,62,68,36,44,84,58,34,116,1,25,16,42,8,23,46,51,76
3391,71,22,70,27,8,69,55,58,62,38,64,91,67,39,157,9,34,18,80,6,20,41,66,67
3392,62,11,93,55,9,39,10,60,45,20,25,30,46,15,141,2,15,10,92,4,18,52,49,85
3393,90,25,115,42,23,49,38,97,67,0,56,98,84,52,165,4,43,17,120,0,29,35,79,37
3394,42,12,47,27,8,47,42,40,49,29,23,58,46,25,59,1,23,8,41,8,12,23,42,38
3395,71,34,91,52,18,51,76,79,102,32,61,115,93,43,158,2,33,12,87,18,21,67,86,70
3396,52,18,68,46,12,7,10,78,63,14,45,61,73,32,175,7,42,5,105,4,20,25,73,70
3397,72,27,89,46,11,68,23,98,45,13,63,79,71,42,198,2,32,25,121,6,33,30,42,35
3398,53,5,72,45,8,73,3,51,44,4,71,75,51,60,213,10,11,14,96,4,30,48,40,104
3399,47,5,77,33,3,26,5,50,40,6,31,45,41,24,61,2,26,5,63,0,14,13,22,52
3400,64,14,194,75,3,43,4,129,64,5,35,82,16,41,201,4,16,5,124,0,20,34,13,14
3401,68,30,116,35,18,101,55,100,70,31,53,108,91,42,176,13,42,11,76,6,27,42,40,43
3402,15,18,139,67,0,72,4,67,42,3,34,67,51,46,185,6,53,13,89,4,12,57,23,72
3403,91,21,87,43,16,51,13,91,57,34,48,81,88,50,120,2,38,14,87,4,28,61,79,73
3404,73,25,108,49,11,59,40,88,58,19,36,52,91,46,150,1,36,37,66,0,8,40,42,39
3405,115,36,217,62,25,54,75,148,168,66,88,155,85,111,301,3,43,44,156,8,42,85,90,136
3406,48,10,101,42,7,66,0,57,19,17,25,47,24,21,137,0,38,6,133,12,15,75,22,57
3407,82,28,96,43,11,77,42,86,62,42,62,63,89,38,194,9,28,15,97,0,21,57,87,85
3408,50,15,122,20,4,47,10,71,46,18,41,62,62,25,103,7,15,9,87,0,9,34,23,89
3409,89,18,125,59,8,75,6,92,67,38,36,82,90,57,202,2,22,13,109,2,22,35,46,72
3410,81,10,110,43,17,66,18,61,66,5,48,56,70,17,169,0,13,4,102,11,17,11,64,88
3411,118,43,116,77,23,96,25,93,68,17,51,106,103,60,209,13,37,14,111,6,30,55,44,123
3412,67,11,119,77,7,60,2,38,50,4,54,73,38,35,137,3,17,12,82,0,25,44,32,95
3413,52,6,106,33,13,59,9,70,42,8,48,62,49,6,139,5,28,9,70,6,11,48,55,58
3414,88,20,80,45,8,33,10,53,27,2,20,57,47,38,80,2,15,7,41,0,28,42,24,75
3415,55,29,112,53,18,57,15,83,62,23,71,40,54,67,164,8,18,13,117,0,24,49,47,46
3416,51,11,79,43,18,40,47,66,50,35,68,79,73,37,167,0,30,28,80,12,23,44,58,58
3417,95,34,83,54,17,62,22,92,42,18,81,70,100,69,235,7,34,24,138,4,28,74,117,97
3418,75,37,111,60,19,77,25,121,70,4,52,86,57,71,93,5,22,22,61,9,37,29,134,72
3419,120,48,173,70,5,122,44,155,102,56,94,148,150,85,217,4,68,18,130,12,42,114,96,139
3420,92,21,160,43,2,97,26,123,98,21,89,111,97,64,211,3,41,7,156,10,18,58,34,72
3421,65,10,64,39,6,24,10,40,59,5,19,58,44,38,113,3,19,12,94,0,9,45,30,63
3422,63,21,47,30,3,53,43,65,57,31,35,70,75,50,133,1,26,15,62,4,20,35,69,51
3423,41,5,47,29,5,37,27,32,54,10,42,52,33,30,87,1,20,11,47,4,17,33,31,39
3424,41,9,118,40,7,31,7,68,24,5,22,47,44,25,57,1,23,15,101,0,19,23,60,60
3425,71,21,67,24,11,38,37,49,43,25,42,61,61,38,92,3,24,13,70,0,23,36,41,48
3426,67,10,67,38,14,51,7,41,37,8,29,75,28,30,107,4,18,6,72,2,25,41,36,56
3427,54,23,91,37,5,51,13,76,48,26,47,60,80,35,151,2,27,17,73,4,9,33,24,34
3428,50,27,84,42,14,40,41,56,85,26,40,66,77,46,145,1,27,22,62,4,25,50,56,46
3429,106,38,151,79,22,72,31,99,101,20,59,104,118,47,192,15,46,19,137,4,8,112,108,96
3430,46,22,44,23,3,38,17,49,36,11,24,58,34,34,104,3,22,11,64,6,12,36,36,30
3431,54,19,50,39,5,47,46,83,53,20,54,76,57,37,118,7,34,15,80,6,29,48,88,74
3432,72,30,85,39,6,79,22,66,33,51,45,73,78,57,169,7,17,14,84,0,33,39,39,45
3433,79,2,111,39,16,56,5,85,61,6,36,93,65,38,206,9,45,3,93,10,30,20,97,76
3434,64,3,195,20,15,74,2,40,66,0,18,69,24,39,119,2,17,5,125,6,15,48,20,76
3435,53,8,135,48,7,44,9,84,47,6,34,58,30,54,145,4,25,9,118,0,18,49,52,79
3436,129,39,142,76,18,75,31,111,115,26,85,136,98,84,268,0,78,2,133,18,48,101,78,98
3437,119,31,116,53,10,86,23,156,86,21,59,116,72,41,191,8,63,20,115,0,19,60,49,90
3438,69,28,61,58,15,39,29,75,59,26,45,81,66,18,121,7,33,9,82,4,15,31,30,50
3439,90,33,148,91,13,53,27,86,103,23,91,126,62,101,180,10,44,20,181,14,47,47,39,139
3440,58,20,103,30,5,31,5,81,36,8,46,59,50,49,145,2,24,8,79,2,13,17,46,41
3441,42,16,72,24,5,50,35,35,46,21,41,53,53,23,113,0,20,10,58,2,28,49,72,58
3442,93,25,128,70,6,47,10,95,70,6,56,67,77,36,170,13,18,13,118,4,24,45,48,105
3443,83,30,85,36,7,59,57,83,59,27,66,99,46,30,164,9,37,16,92,6,23,46,33,55
3444,124,54,160,73,15,95,29,123,87,32,92,132,125,95,267,5,47,22,146,17,34,93,24,94
3445,44,13,80,39,4,31,3,45,37,11,51,49,21,26,108,2,38,5,63,0,14,44,42,46
3446,71,36,116,38,13,63,66,99,75,27,53,98,84,32,193,7,32,8,84,2,38,46,31,76
3447,53,16,63,37,4,49,12,54,46,9,30,56,42,36,87,3,6,7,60,0,20,27,29,38
3448,53,12,79,42,7,36,9,58,28,3,18,66,60,33,106,2,23,9,79,0,10,37,8,58
3449,87,26,81,42,16,43,29,77,78,26,53,81,86,51,182,15,28,15,53,10,32,50,57,71
3450,148,58,322,119,1,116,8,165,64,39,94,137,144,114,397,8,65,29,384,2,59,141,98,173
3451,117,33,120,66,1,91,62,109,120,45,76,119,42,76,223,8,31,24,128,9,31,85,94,111
3452,68,14,92,62,12,41,4,36,38,5,46,61,58,44,139,1,38,13,96,0,15,50,63,74
3453,63,13,105,48,12,50,2,68,31,8,29,40,48,42,160,5,17,10,130,8,16,44,26,63
3454,71,24,104,42,18,73,45,84,65,40,65,96,73,48,163,0,30,25,114,4,35,3,27,96
3455,106,10,176,84,11,57,2,111,59,25,30,77,66,59,215,4,15,14,207,0,17,75,92,132
3456,98,17,78,26,2,62,28,44,66,29,42,84,94,45,170,7,11,12,96,16,17,37,26,53
3457,123,28,211,82,26,59,16,144,82,71,68,122,156,73,304,14,30,15,170,2,37,91,147,116
3458,73,20,72,52,4,60,25,95,67,10,49,78,59,55,150,8,46,17,81,4,24,22,73,75
3459,56,22,100,25,5,65,19,74,54,6,33,80,53,36,169,1,8,20,110,0,19,37,48,78
3460,39,21,53,27,4,31,15,39,22,8,31,47,58,28,103,0,17,6,46,2,16,34,11,56
3461,95,14,206,97,7,41,1,124,32,12,73,60,64,35,202,3,29,14,137,0,8,64,41,38
3462,127,51,209,61,10,86,17,101,92,69,55,117,108,59,319,1,50,46,197,0,34,75,71,117
3463,38,6,176,37,11,61,2,47,44,2,48,36,36,20,163,4,12,13,134,0,19,41,34,26
3464,48,10,144,59,1,24,2,44,52,8,23,54,48,46,153,0,32,3,127,0,8,37,31,46
3465,55,20,76,34,10,54,47,59,53,24,48,60,38,20,92,2,20,7,67,3,23,42,61,35
3466,90,11,82,51,5,48,13,66,28,17,41,63,54,30,206,7,15,9,92,0,18,42,63,64
3467,61,14,46,28,2,56,33,35,53,0,43,57,64,44,62,0,30,8,54,8,15,23,25,42
3468,46,11,97,70,0,35,5,62,40,13,36,52,38,28,121,4,29,7,58,0,14,36,36,73
3469,60,14,119,50,16,33,12,64,23,4,37,52,61,41,119,6,24,32,121,8,18,33,77,80
3470,123,47,158,86,14,70,31,149,108,15,116,139,94,84,342,4,28,38,182,6,34,86,69,139
3471,139,35,137,54,7,106,0,118,121,2,64,111,120,64,222,3,21,6,133,0,20,49,60,82
3472,97,56,134,80,17,106,31,110,130,32,85,123,119,84,219,4,45,20,133,4,36,71,81,108
3473,47,17,65,43,12,46,52,76,28,20,44,89,65,22,106,1,25,17,78,0,10,36,27,46
3474,48,19,35,21,0,47,20,41,49,8,37,48,77,48,110,7,30,18,61,4,20,32,28,46
3475,89,0,118,32,1,76,23,61,48,4,77,84,76,57,218,1,34,12,111,0,11,32,68,17
3476,78,10,102,53,1,41,3,103,65,12,54,77,45,50,191,6,45,10,89,2,28,45,57,70
3477,77,28,108,60,11,72,9,62,63,37,62,66,48,39,159,9,43,24,144,2,29,47,56,65
3478,34,9,47,42,10,40,28,44,56,19,35,80,60,28,129,1,14,19,51,0,25,40,25,45
3479,111,44,242,50,16,40,28,124,94,39,62,127,4,58,169,1,51,9,169,10,55,74,123,124
3480,53,23,80,49,7,57,48,80,43,18,62,85,50,49,148,5,27,3,98,12,16,18,17,53
3481,54,6,73,23,10,44,29,72,58,11,57,50,60,25,105,3,19,15,67,2,26,47,27,59
3482,139,35,241,68,16,105,46,154,106,45,95,83,152,91,323,3,68,8,277,8,59,66,172,112
3483,47,14,96,57,8,21,16,64,52,1,42,67,40,7,166,9,41,4,86,0,45,36,42,59
3484,25,29,47,31,16,42,12,52,69,0,42,81,25,16,101,2,16,12,85,0,22,42,33,36
3485,128,34,142,76,8,43,5,116,72,7,39,96,39,49,244,5,47,24,167,0,20,79,16,97
3486,72,31,141,50,4,27,6,93,39,46,50,71,72,61,184,0,44,20,170,0,16,63,28,91
3487,43,5,142,68,12,38,0,68,11,3,16,42,25,24,140,2,23,8,106,0,15,30,66,105
3488,44,3,116,43,7,44,23,59,45,21,39,56,42,57,86,3,24,7,78,0,20,36,59,76
3489,103,16,153,69,21,77,9,112,105,6,84,95,97,57,220,6,42,19,97,10,36,73,89,120
3490,62,7,106,67,2,50,4,68,47,3,44,58,42,60,127,8,70,10,133,0,20,45,98,150
3491,86,32,185,79,13,106,24,162,109,27,89,126,102,90,284,1,55,22,117,16,54,64,111,110
3492,67,9,156,47,8,26,8,77,43,0,38,44,48,53,172,1,36,10,136,0,23,39,57,94
3493,62,27,72,55,15,32,35,67,50,6,45,87,41,40,201,0,25,4,111,16,27,53,18,16
3494,114,23,207,74,0,118,28,170,91,52,98,124,139,94,344,5,90,43,172,10,28,62,167,129
3495,77,23,96,48,7,49,7,79,38,12,29,62,64,13,124,5,54,22,93,2,13,47,27,80
3496,65,22,148,41,8,50,8,72,48,12,44,47,62,45,166,3,40,13,129,4,24,45,45,31
3497,137,57,177,85,41,80,15,170,72,37,82,128,121,103,269,0,71,16,205,6,53,46,83,126
3498,36,27,68,42,8,42,33,69,39,18,46,73,36,37,150,7,22,6,76,6,12,41,20,39
3499,91,25,103,47,17,68,25,104,71,7,66,77,55,69,209,8,51,19,111,6,50,43,82,92
3500,63,12,90,29,5,28,40,81,63,26,37,85,60,54,134,2,31,3,79,10,34,40,34,53
3501,55,4,186,17,8,41,2,113,49,1,31,52,47,68,219,6,30,14,198,4,24,71,87,179
3502,66,10,61,61,5,52,0,85,64,12,19,50,62,42,143,1,22,6,112,0,19,13,50,100
3503,139,51,212,83,19,127,94,141,110,73,69,156,139,88,367,6,61,28,193,7,41,108,160,144
3504,76,43,108,52,13,60,23,86,100,7,64,76,77,54,179,10,35,29,98,2,20,53,52,105
3505,28,22,84,29,7,60,2,47,52,15,37,47,25,34,167,1,26,15,92,0,7,49,20,52
3506,80,29,149,48,14,75,94,110,123,61,55,142,120,48,233,12,46,29,120,8,58,82,65,80
3507,39,14,44,32,15,0,32,66,1,9,22,64,64,36,154,2,30,9,33,0,18,25,17,50
3508,44,45,143,79,19,79,22,110,71,39,88,144,83,66,275,6,44,23,147,2,37,59,106,127
3509,73,15,66,31,15,44,33,40,61,13,38,52,68,31,132,1,27,8,67,10,18,43,13,59
3510,51,35,78,13,16,73,13,96,70,42,31,81,89,64,146,4,49,11,123,6,31,52,87,84
3511,124,47,92,87,32,111,17,151,118,27,72,145,122,110,316,20,71,35,232,10,35,78,133,135
3512,238,74,217,68,32,105,35,141,160,32,90,183,117,151,339,2,82,25,277,6,80,145,107,186
3513,70,9,293,52,16,68,6,73,56,1,34,84,48,65,220,2,29,19,232,4,11,71,75,130
3514,212,60,267,74,26,192,22,252,149,41,123,160,264,151,263,16,73,29,222,7,54,103,132,136
3515,128,43,168,66,29,121,35,131,98,23,88,152,82,77,282,13,49,30,145,20,43,81,58,103
3516,65,21,111,36,12,30,10,53,39,17,37,66,59,27,141,3,35,2,55,0,18,41,45,68
3517,68,11,66,33,10,49,4,68,16,3,27,68,66,32,136,1,39,5,101,2,18,35,59,40
3518,64,40,299,69,15,85,19,149,95,26,40,108,102,34,275,13,65,29,363,8,32,91,116,179
3519,51,7,340,86,27,91,4,82,58,2,66,91,78,30,326,4,26,16,235,10,10,109,44,117
3520,125,38,184,88,14,78,7,126,85,11,65,130,59,68,183,4,52,21,166,6,44,65,55,135
3521,61,18,191,115,6,59,15,66,76,14,59,70,34,63,316,3,40,7,328,6,35,63,52,130
3522,49,37,103,71,8,49,32,144,42,17,69,86,103,59,196,8,49,28,125,0,27,60,82,93
3523,125,33,175,72,24,108,46,136,87,48,102,143,102,73,257,2,63,11,161,24,41,85,83,109
3524,82,12,113,66,14,58,14,89,63,21,47,91,85,47,190,5,35,11,121,2,30,46,23,30
3525,72,1,199,131,0,38,2,100,37,6,30,28,40,62,202,4,22,4,202,2,10,35,36,82
3526,54,23,142,63,16,77,16,65,42,19,71,84,94,55,227,9,30,12,96,6,45,19,48,80
3527,73,10,126,43,11,75,20,108,95,48,25,71,53,58,189,7,43,15,111,2,15,64,87,70
3528,47,15,66,37,13,75,46,84,42,33,61,68,78,45,142,3,31,19,85,0,21,21,27,52
3529,172,25,177,67,10,122,83,173,131,24,103,160,171,86,292,13,44,23,151,0,38,76,129,137
3530,67,10,91,26,8,62,27,65,63,18,43,101,56,33,139,6,28,9,50,4,22,56,60,81
3531,50,20,139,16,4,47,5,90,48,56,40,63,70,31,199,9,28,13,117,4,26,48,85,97
3532,144,31,140,78,24,128,14,86,118,31,72,119,119,77,254,4,43,29,157,8,41,84,77,124
3533,35,13,68,33,6,35,3,68,27,10,34,62,64,39,125,2,27,8,108,2,21,42,35,86
3534,86,28,108,50,11,81,15,123,63,5,56,93,104,52,203,2,41,11,103,2,26,37,32,65
3535,80,33,56,41,11,42,66,67,74,18,57,109,89,56,207,1,25,10,92,18,28,48,97,85
3536,113,39,123,64,17,106,50,93,83,18,59,95,92,53,215,12,54,20,119,8,31,39,69,95
3537,78,17,123,34,13,47,5,68,64,4,62,60,34,44,145,10,21,22,123,2,10,0,43,59
3538,64,29,81,34,9,53,18,62,51,10,54,74,58,54,130,10,35,12,93,6,19,40,31,47
3539,106,26,139,53,16,65,12,80,85,20,65,93,81,55,191,10,41,13,111,2,33,73,73,74
3540,109,36,243,127,6,116,16,150,99,11,74,102,82,66,327,11,35,9,256,4,51,35,132,144
3541,51,10,95,34,8,60,3,60,39,10,36,45,67,27,167,4,18,12,154,2,19,71,32,59
3542,78,15,43,30,14,41,26,53,79,17,49,61,87,38,149,5,32,15,89,8,30,40,59,51
3543,100,37,120,66,21,93,36,118,96,36,43,121,101,63,205,5,45,22,131,0,34,89,91,98
3544,73,28,0,45,16,49,7,90,86,4,46,43,53,13,168,0,52,19,47,0,18,14,42,83
3545,70,21,55,49,6,39,32,59,49,13,41,60,54,37,129,3,17,11,61,12,17,43,55,45
3546,119,25,198,89,13,73,40,165,33,15,89,127,117,41,335,7,52,26,186,18,48,108,69,150
3547,25,21,82,48,10,58,2,52,38,1,27,27,19,33,101,2,32,6,84,2,18,26,11,57
3548,55,21,73,52,9,36,29,93,56,20,58,54,16,20,141,3,21,14,61,4,20,49,23,60
3549,98,37,149,76,13,94,61,111,61,0,63,83,128,92,253,9,39,34,139,2,36,73,44,108
3550,48,47,113,40,0,57,26,80,68,31,44,37,66,72,236,1,10,11,124,2,20,77,81,56
3551,84,36,102,63,17,55,8,107,63,12,51,58,92,64,177,3,25,18,91,2,38,38,20,69
